Hour of year,Demand (MW),Demand (MW)-90%fromHydro
6616,22349.5,20114.55
6617,23107.1,20796.39
6618,23785.6,21407.04
6619,23967.1,21570.39
6620,22922,20629.8
6621,21982.1,19783.89
6622,20805.6,18725.04
6623,18822,16939.8
6624,17565.5,15808.95
6625,17031.2,15328.08
6626,16633,14969.7
6627,16290.8,14661.72
6628,16798.4,15118.56
6629,17633.7,15870.33
6630,20447.2,18402.48
6631,22607,20346.3
6632,22936.8,20643.12
6633,22840.7,20556.63
6634,23034.2,20730.78
6635,23275.1,20947.59
6636,22926,20633.4
6637,22782.8,20504.52
6638,22618,20356.2
6639,22946.2,20651.58
6640,23239,20915.1
6641,23888.4,21499.56
6642,24322.5,21890.25
6643,24607.8,22147.02
6644,23424.4,21081.96
6645,22491.5,20242.35
6646,21479.5,19331.55
6647,19175.8,17258.22
6648,17855.6,16070.04
6649,17795.9,16016.31
6650,17406.6,15665.94
6651,16845.2,15160.68
6652,17048.4,15343.56
6653,18343.3,16508.97
6654,20277.9,18250.11
6655,22528.4,20275.56
6656,22999.5,20699.55
6657,23139.8,20825.82
6658,23186.7,20868.03
6659,23474.5,21127.05
6660,23276.3,20948.67
6661,22970.9,20673.81
6662,22603.4,20343.06
6663,22454.2,20208.78
6664,22743.3,20468.97
6665,23244.5,20920.05
6666,23344.1,21009.69
6667,23130.5,20817.45
6668,23079.1,20771.19
6669,21629.4,19466.46
6670,20714,18642.6
6671,19094.7,17185.23
6672,17513.3,15761.97
6673,17084.3,15375.87
6674,16741.3,15067.17
6675,16317.3,14685.57
6676,16319.9,14687.91
6677,16305.5,14674.95
6678,17326.5,15593.85
6679,18794.2,16914.78
6680,20270.4,18243.36
6681,21134.5,19021.05
6682,21608,19447.2
6683,21822.1,19639.89
6684,21670.8,19503.72
6685,21114.2,19002.78
6686,20779.1,18701.19
6687,20636.6,18572.94
6688,20635.9,18572.31
6689,21076.6,18968.94
6690,21826.1,19643.49
6691,21636.2,19472.58
6692,20963.7,18867.33
6693,20783.5,18705.15
6694,19661.2,17695.08
6695,19014.6,17113.14
6696,18228.9,16406.01
6697,17802.4,16022.16
6698,17694.7,15925.23
6699,17204.7,15484.23
6700,17751.2,15976.08
6701,17763.4,15987.06
6702,18443.4,16599.06
6703,19643.6,17679.24
6704,20575.6,18518.04
6705,21416.2,19274.58
6706,21339.1,19205.19
6707,21356.7,19221.03
6708,21187.2,19068.48
6709,20801.1,18720.99
6710,20205.6,18185.04
6711,20339.2,18305.28
6712,20980.3,18882.27
6713,21712.8,19541.52
6714,22482.5,20234.25
6715,22416.4,20174.76
6716,21878.4,19690.56
6717,21366.4,19229.76
6718,20392,18352.8
6719,19524.3,17571.87
6720,18699.4,16829.46
6721,18708.5,16837.65
6722,18549.1,16694.19
6723,18011.3,16210.17
6724,18630.8,16767.72
6725,19600.9,17640.81
6726,20399.6,18359.64
6727,22321.2,20089.08
6728,23083.6,20775.24
6729,23579.7,21221.73
6730,23685.9,21317.31
6731,23383.7,21045.33
6732,22952.7,20657.43
6733,22133.6,19920.24
6734,21700.6,19530.54
6735,21560.9,19404.81
6736,22411.8,20170.62
6737,23438.8,21094.92
6738,24361.9,21925.71
6739,24583.4,22125.06
6740,23603.3,21242.97
6741,22847.9,20563.11
6742,21616,19454.4
6743,19531.5,17578.35
6744,18879.2,16991.28
6745,18854.7,16969.23
6746,18906.1,17015.49
6747,19013.5,17112.15
6748,19103.9,17193.51
6749,20636.6,18572.94
6750,22976,20678.4
6751,25958,23362.2
6752,25453.2,22907.88
6753,24255.2,21829.68
6754,24350.4,21915.36
6755,23995.6,21596.04
6756,23686.9,21318.21
6757,23287.5,20958.75
6758,22931.2,20638.08
6759,23093,20783.7
6760,23520.9,21168.81
6761,24225,21802.5
6762,25104.3,22593.87
6763,25183.3,22664.97
6764,24039.3,21635.37
6765,23288.5,20959.65
6766,22463.9,20217.51
6767,19666.3,17699.67
6768,18703.8,16833.42
6769,18787.6,16908.84
6770,18365.5,16528.95
6771,18429.8,16586.82
6772,18416.2,16574.58
6773,19620.8,17658.72
6774,21714.1,19542.69
6775,24431.8,21988.62
6776,24215.5,21793.95
6777,24045.1,21640.59
6778,23899.6,21509.64
6779,23716.7,21345.03
6780,23251.5,20926.35
6781,23257.3,20931.57
6782,23067.8,20761.02
6783,23357.9,21022.11
6784,24126,21713.4
6785,25174.6,22657.14
6786,25652.9,23087.61
6787,25504.4,22953.96
6788,24464.6,22018.14
6789,23289,20960.1
6790,22195.1,19975.59
6791,20136.9,18123.21
6792,19600.7,17640.63
6793,19071.4,17164.26
6794,19006.6,17105.94
6795,18879.1,16991.19
6796,19194,17274.6
6797,20410.7,18369.63
6798,23008.2,20707.38
6799,25461.4,22915.26
6800,25298.3,22768.47
6801,24633.1,22169.79
6802,24290.8,21861.72
6803,24033.5,21630.15
6804,23717.4,21345.66
6805,23438.9,21095.01
6806,23119,20807.1
6807,22696.1,20426.49
6808,23879.5,21491.55
6809,24810.5,22329.45
6810,26022.1,23419.89
6811,26173.8,23556.42
6812,25337.1,22803.39
6813,24636.5,22172.85
6814,23463.7,21117.33
6815,21271.4,19144.26
6816,20606,18545.4
6817,20235.5,18211.95
6818,19798.5,17818.65
6819,20135.7,18122.13
6820,20496.8,18447.12
6821,22141.5,19927.35
6822,24144.8,21730.32
6823,26981.7,24283.53
6824,26059.5,23453.55
6825,25343.4,22809.06
6826,25642.1,23077.89
6827,25224.5,22702.05
6828,25005.9,22505.31
6829,24781,22302.9
6830,24724.3,22251.87
6831,24717.5,22245.75
6832,25179.8,22661.82
6833,25908.5,23317.65
6834,26968.6,24271.74
6835,27125.5,24412.95
6836,26197.2,23577.48
6837,25949.8,23354.82
6838,25063.8,22557.42
6839,22611.9,20350.71
6840,21907.2,19716.48
6841,21453.3,19307.97
6842,21681.9,19513.71
6843,21453.6,19308.24
6844,21559.6,19403.64
6845,22351,20115.9
6846,23704.4,21333.96
6847,25046.3,22541.67
6848,25775.8,23198.22
6849,24854,22368.6
6850,24886.4,22397.76
6851,24543.2,22088.88
6852,24051,21645.9
6853,22919,20627.1
6854,22463.5,20217.15
6855,22325.7,20093.13
6856,23199.6,20879.64
6857,23863.2,21476.88
6858,25261.9,22735.71
6859,24993.9,22494.51
6860,24327.7,21894.93
6861,23343.9,21009.51
6862,22076.7,19869.03
6863,21042.7,18938.43
6864,20576.2,18518.58
6865,20411,18369.9
6866,20375.5,18337.95
6867,20670.2,18603.18
6868,20614.4,18552.96
6869,20824.5,18742.05
6870,21844,19659.6
6871,22919.4,20627.46
6872,24226.2,21803.58
6873,24751,22275.9
6874,24808.2,22327.38
6875,24936.4,22442.76
6876,24754.7,22279.23
6877,24244.9,21820.41
6878,23867.8,21481.02
6879,24142.1,21727.89
6880,24993.5,22494.15
6881,25940,23346
6882,26351.6,23716.44
6883,25223.1,22700.79
6884,24389.1,21950.19
6885,23682.6,21314.34
6886,21943.5,19749.15
6887,20731.4,18658.26
6888,20149.5,18134.55
6889,19755.5,17779.95
6890,19711.9,17740.71
6891,19672.3,17705.07
6892,20554,18498.6
6893,21293.2,19163.88
6894,23335,21001.5
6895,25799.3,23219.37
6896,26691.6,24022.44
6897,25525.7,22973.13
6898,25345.1,22810.59
6899,25196.6,22676.94
6900,24925.7,22433.13
6901,24496.2,22046.58
6902,24516.2,22064.58
6903,24277.2,21849.48
6904,24843,22358.7
6905,25697,23127.3
6906,26621.8,23959.62
6907,26316.2,23684.58
6908,24963.9,22467.51
6909,24020.3,21618.27
6910,23246.7,20922.03
6911,20349.3,18314.37
6912,19704.2,17733.78
6913,19504.1,17553.69
6914,19505.7,17555.13
6915,19440.4,17496.36
6916,20260.5,18234.45
6917,20770,18693
6918,23756.5,21380.85
6919,26061.5,23455.35
6920,26202.2,23581.98
6921,25519.8,22967.82
6922,25569.9,23012.91
6923,25950.7,23355.63
6924,25679.8,23111.82
6925,25107.2,22596.48
6926,24862.2,22375.98
6927,24518.5,22066.65
6928,25314.4,22782.96
6929,26277.9,23650.11
6930,27372.9,24635.61
6931,27921.5,25129.35
6932,26439.1,23795.19
6933,25610.2,23049.18
6934,24930.1,22437.09
6935,22181.3,19963.17
6936,21227.1,19104.39
6937,20750,18675
6938,20785,18706.5
6939,20702.4,18632.16
6940,21573.8,19416.42
6941,22711.7,20440.53
6942,25739.3,23165.37
6943,28106.2,25295.58
6944,27187.9,24469.11
6945,26259.6,23633.64
6946,25468.1,22921.29
6947,25028.6,22525.74
6948,24388.9,21950.01
6949,24008.1,21607.29
6950,23272.6,20945.34
6951,23303.3,20972.97
6952,23825,21442.5
6953,25325.9,22793.31
6954,26226.5,23603.85
6955,26490.6,23841.54
6956,25333.6,22800.24
6957,24336.9,21903.21
6958,23206.7,20886.03
6959,20536.2,18482.58
6960,19435.2,17491.68
6961,19320.4,17388.36
6962,19147.3,17232.57
6963,19049.7,17144.73
6964,19574.8,17617.32
6965,21074.7,18967.23
6966,23580.9,21222.81
6967,25631.2,23068.08
6968,25206.3,22685.67
6969,25260.4,22734.36
6970,24546.4,22091.76
6971,24371,21933.9
6972,24118.8,21706.92
6973,23548.4,21193.56
6974,23008,20707.2
6975,22894.6,20605.14
6976,23334.6,21001.14
6977,24128.7,21715.83
6978,25683,23114.7
6979,25028.8,22525.92
6980,24300.7,21870.63
6981,23337.1,21003.39
6982,22345.9,20111.31
6983,19384.9,17446.41
6984,18478.7,16630.83
6985,18401.3,16561.17
6986,18333.5,16500.15
6987,18047.8,16243.02
6988,18393.5,16554.15
6989,19163.5,17247.15
6990,22089.2,19880.28
6991,25255.3,22729.77
6992,25693.5,23124.15
6993,25756.7,23181.03
6994,25331.6,22798.44
6995,25557,23001.3
6996,25760,23184
6997,24631.6,22168.44
6998,24171.5,21754.35
6999,25049.1,22544.19
7000,25244.4,22719.96
7001,25678.8,23110.92
7002,25427.4,22884.66
7003,24721.1,22248.99
7004,24410.2,21969.18
7005,23332.4,20999.16
7006,22547.4,20292.66
7007,19909.7,17918.73
7008,18798.5,16918.65
7009,18367.5,16530.75
7010,17693.2,15923.88
7011,17714.1,15942.69
7012,18276.4,16448.76
7013,17901.7,16111.53
7014,18353.4,16518.06
7015,19227.8,17305.02
7016,21167.7,19050.93
7017,21551.7,19396.53
7018,21736.2,19562.58
7019,21883.6,19695.24
7020,21421.7,19279.53
7021,21202.3,19082.07
7022,20770.8,18693.72
7023,20567.8,18511.02
7024,20490.3,18441.27
7025,22341.9,20107.71
7026,22573.9,20316.51
7027,22470.8,20223.72
7028,21417.6,19275.84
7029,21037.5,18933.75
7030,19145.3,17230.77
7031,18399.4,16559.46
7032,18174.3,16356.87
7033,17696.4,15926.76
7034,17076.7,15369.03
7035,17142.6,15428.34
7036,17506.4,15755.76
7037,17245.3,15520.77
7038,17800.9,16020.81
7039,18813.6,16932.24
7040,20292.1,18262.89
7041,21409.9,19268.91
7042,21921,19728.9
7043,22349.7,20114.73
7044,22258.6,20032.74
7045,21764.7,19588.23
7046,21406.6,19265.94
7047,21289.2,19160.28
7048,22099.2,19889.28
7049,23525.9,21173.31
7050,24151.1,21735.99
7051,24409.6,21968.64
7052,23275.5,20947.95
7053,21560.2,19404.18
7054,20094.4,18084.96
7055,18737.5,16863.75
7056,18315.1,16483.59
7057,17925.5,16132.95
7058,17594.4,15834.96
7059,17903.5,16113.15
7060,17885.8,16097.22
7061,19845.4,17860.86
7062,22573.2,20315.88
7063,25452.9,22907.61
7064,25423.9,22881.51
7065,25310.7,22779.63
7066,24996.9,22497.21
7067,24579.2,22121.28
7068,23620.2,21258.18
7069,23055.4,20749.86
7070,23145.6,20831.04
7071,23060.2,20754.18
7072,23765,21388.5
7073,24981.2,22483.08
7074,26011.2,23410.08
7075,26125.1,23512.59
7076,24599.3,22139.37
7077,23727.5,21354.75
7078,22956.2,20660.58
7079,19665.2,17698.68
7080,18671.9,16804.71
7081,18901,17010.9
7082,18149.6,16334.64
7083,18510.5,16659.45
7084,18793.9,16914.51
7085,20504.6,18454.14
7086,22465.4,20218.86
7087,26544.7,23890.23
7088,26000,23400
7089,25008,22507.2
7090,24965.9,22469.31
7091,24573.5,22116.15
7092,23783.5,21405.15
7093,23727.9,21355.11
7094,22872.8,20585.52
7095,22998.9,20699.01
7096,24124.3,21711.87
7097,24581,22122.9
7098,25881.2,23293.08
7099,25835.2,23251.68
7100,25033,22529.7
7101,24266.4,21839.76
7102,22970.4,20673.36
7103,20145.6,18131.04
7104,19429.6,17486.64
7105,18992.8,17093.52
7106,18985.6,17087.04
7107,19202.7,17282.43
7108,19883.8,17895.42
7109,21888.4,19699.56
7110,23605.5,21244.95
7111,27433,24689.7
7112,27065.8,24359.22
7113,26484.4,23835.96
7114,25722,23149.8
7115,26190.8,23571.72
7116,24895.1,22405.59
7117,24953.8,22458.42
7118,23616.4,21254.76
7119,23211.8,20890.62
7120,24323.9,21891.51
7121,26320.3,23688.27
7122,27560.6,24804.54
7123,26580.5,23922.45
7124,25988,23389.2
7125,24949,22454.1
7126,23685.8,21317.22
7127,20792.7,18713.43
7128,20195.8,18176.22
7129,19997.8,17998.02
7130,19867,17880.3
7131,20035.1,18031.59
7132,20315.2,18283.68
7133,21944,19749.6
7134,23962.9,21566.61
7135,27336.9,24603.21
7136,27647.8,24883.02
7137,26597.8,23938.02
7138,26297.7,23667.93
7139,25866.8,23280.12
7140,25292.6,22763.34
7141,24789.8,22310.82
7142,24768.4,22291.56
7143,24308.6,21877.74
7144,24734.4,22260.96
7145,25988.8,23389.92
7146,27444.5,24700.05
7147,27084.7,24376.23
7148,25805.5,23224.95
7149,24886.9,22398.21
7150,23899.5,21509.55
7151,20525.2,18472.68
7152,19171.1,17253.99
7153,18705.9,16835.31
7154,18668.5,16801.65
7155,18523.2,16670.88
7156,18706.7,16836.03
7157,20018.9,18017.01
7158,22174.7,19957.23
7159,25150.3,22635.27
7160,25518.6,22966.74
7161,24931.7,22438.53
7162,24375.9,21938.31
7163,24392.7,21953.43
7164,23996.2,21596.58
7165,23854.3,21468.87
7166,23156.1,20840.49
7167,22871.7,20584.53
7168,23051.2,20746.08
7169,23837.3,21453.57
7170,25208.3,22687.47
7171,24480.3,22032.27
7172,23815.3,21433.77
7173,22632.3,20369.07
7174,21656.2,19490.58
7175,18956,17060.4
7176,17809.3,16028.37
7177,17666.2,15899.58
7178,17487.3,15738.57
7179,17384.5,15646.05
7180,17298.9,15569.01
7181,17892.6,16103.34
7182,18602.5,16742.25
7183,20042.2,18037.98
7184,21649.4,19484.46
7185,22316.7,20085.03
7186,22806.6,20525.94
7187,23012.3,20711.07
7188,22333.4,20100.06
7189,21810.7,19629.63
7190,21063.9,18957.51
7191,20767.4,18690.66
7192,21890.6,19701.54
7193,23104.6,20794.14
7194,23052.7,20747.43
7195,22426.8,20184.12
7196,21503.3,19352.97
7197,20942.4,18848.16
7198,20286.6,18257.94
7199,18670.5,16803.45
7200,17936,16142.4
7201,17183.6,15465.24
7202,17067.7,15360.93
7203,16863.6,15177.24
7204,16596.3,14936.67
7205,17249.3,15524.37
7206,18006.1,16205.49
7207,19492,17542.8
7208,20277.4,18249.66
7209,21547.3,19392.57
7210,21944.6,19750.14
7211,22198.1,19978.29
7212,22001,19800.9
7213,21351.7,19216.53
7214,20176.6,18158.94
7215,21112.1,19000.89
7216,22201.9,19981.71
7217,23138,20824.2
7218,24152,21736.8
7219,22966.9,20670.21
7220,22072.9,19865.61
7221,21281.8,19153.62
7222,20500,18450
7223,18710.9,16839.81
7224,18064.9,16258.41
7225,17916.3,16124.67
7226,17738.9,15965.01
7227,17628,15865.2
7228,17885.2,16096.68
7229,19242,17317.8
7230,21445.5,19300.95
7231,24586.9,22128.21
7232,25212.8,22691.52
7233,24269.9,21842.91
7234,24416.2,21974.58
7235,23980.4,21582.36
7236,23801.4,21421.26
7237,23558.7,21202.83
7238,23159.1,20843.19
7239,23353.8,21018.42
7240,23362.4,21026.16
7241,24720.4,22248.36
7242,26067.7,23460.93
7243,25147.7,22632.93
7244,24439.8,21995.82
7245,22611.8,20350.62
7246,22151.6,19936.44
7247,19220,17298
7248,17758.4,15982.56
7249,17511.7,15760.53
7250,17049.9,15344.91
7251,16746.8,15072.12
7252,16768.3,15091.47
7253,17914.6,16123.14
7254,20402.6,18362.34
7255,23089.5,20780.55
7256,22945.4,20650.86
7257,23274.7,20947.23
7258,23358.1,21022.29
7259,23544.7,21190.23
7260,23103.3,20792.97
7261,22774.8,20497.32
7262,22386.6,20147.94
7263,22180.3,19962.27
7264,22878.4,20590.56
7265,23965.1,21568.59
7266,25118.4,22606.56
7267,25017.5,22515.75
7268,23860.8,21474.72
7269,23034,20730.6
7270,21635.2,19471.68
7271,18310.4,16479.36
7272,17795.4,16015.86
7273,17454.2,15708.78
7274,16992.1,15292.89
7275,16951.1,15255.99
7276,16804.7,15124.23
7277,17855.5,16069.95
7278,20004.3,18003.87
7279,23317.6,20985.84
7280,23259.1,20933.19
7281,23404.6,21064.14
7282,23496.4,21146.76
7283,23192.6,20873.34
7284,22898.3,20608.47
7285,22757.5,20481.75
7286,22720.1,20448.09
7287,22780.7,20502.63
7288,23685.8,21317.22
7289,24338.6,21904.74
7290,24268.8,21841.92
7291,24164.5,21748.05
7292,23872,21484.8
7293,22922.3,20630.07
7294,22389.3,20150.37
7295,19021.7,17119.53
7296,18339.5,16505.55
7297,17710.2,15939.18
7298,17196.7,15477.03
7299,17007.5,15306.75
7300,17292.6,15563.34
7301,18795.8,16916.22
7302,21269.6,19142.64
7303,24721.8,22249.62
7304,25127.8,22615.02
7305,24622.6,22160.34
7306,24388.2,21949.38
7307,24268.4,21841.56
7308,23881.7,21493.53
7309,23428.9,21086.01
7310,23566.8,21210.12
7311,23822,21439.8
7312,24814.1,22332.69
7313,26105.5,23494.95
7314,26584.4,23925.96
7315,26557.2,23901.48
7316,25286.1,22757.49
7317,23862.6,21476.34
7318,22859.5,20573.55
7319,19941.5,17947.35
7320,19546.6,17591.94
7321,18907.4,17016.66
7322,18527,16674.3
7323,18811.7,16930.53
7324,19268.6,17341.74
7325,20265.9,18239.31
7326,23431.1,21087.99
7327,26142.6,23528.34
7328,26424.8,23782.32
7329,26248.8,23623.92
7330,26182,23563.8
7331,26619.6,23957.64
7332,25950.6,23355.54
7333,25368,22831.2
7334,25347.7,22812.93
7335,25466.4,22919.76
7336,26255.6,23630.04
7337,27607.9,24847.11
7338,27713.2,24941.88
7339,27105.2,24394.68
7340,26244.3,23619.87
7341,25118.5,22606.65
7342,24028.6,21625.74
7343,21631,19467.9
7344,20559.9,18503.91
7345,20069.4,18062.46
7346,19729.1,17756.19
7347,19504.8,17554.32
7348,19673.6,17706.24
7349,20445.3,18400.77
7350,21487.3,19338.57
7351,23515.5,21163.95
7352,24313.4,21882.06
7353,25141.7,22627.53
7354,25344,22809.6
7355,25124.6,22612.14
7356,24842.2,22357.98
7357,24404.3,21963.87
7358,24036.9,21633.21
7359,23878.8,21490.92
7360,24400.7,21960.63
7361,25533.2,22979.88
7362,26292.9,23663.61
7363,25224.7,22702.23
7364,24751.7,22276.53
7365,23229.5,20906.55
7366,22333.7,20100.33
7367,21300.5,19170.45
7368,20598,18538.2
7369,20049,18044.1
7370,19918.8,17926.92
7371,19801.1,17820.99
7372,19802.6,17822.34
7373,20244.3,18219.87
7374,21280.8,19152.72
7375,22265.9,20039.31
7376,23971.4,21574.26
7377,24461.4,22015.26
7378,25013.8,22512.42
7379,25215.7,22694.13
7380,25089.5,22580.55
7381,24985.5,22486.95
7382,24499.6,22049.64
7383,23906.9,21516.21
7384,24828.3,22345.47
7385,26126.7,23514.03
7386,28018.7,25216.83
7387,27867.7,25080.93
7388,27262.4,24536.16
7389,26009.3,23408.37
7390,24984.9,22486.41
7391,24086.9,21678.21
7392,22541.8,20287.62
7393,21605.4,19444.86
7394,21356.4,19220.76
7395,21419.4,19277.46
7396,21650.5,19485.45
7397,22221.6,19999.44
7398,23956.9,21561.21
7399,26419.8,23777.82
7400,29287.4,26358.66
7401,29223.3,26300.97
7402,28206.6,25385.94
7403,27962.8,25166.52
7404,28377.6,25539.84
7405,28098,25288.2
7406,28352.1,25516.89
7407,27923.8,25131.42
7408,28515.2,25663.68
7409,30311.5,27280.35
7410,31439.2,28295.28
7411,31157,28041.3
7412,30524.2,27471.78
7413,29492.8,26543.52
7414,28523.4,25671.06
7415,26582.4,23924.16
7416,23892.9,21503.61
7417,23669.3,21302.37
7418,23495.2,21145.68
7419,23978.2,21580.38
7420,24148.3,21733.47
7421,24529.4,22076.46
7422,25960.4,23364.36
7423,29215,26293.5
7424,30973.2,27875.88
7425,29415.4,26473.86
7426,28038,25234.2
7427,27576.8,24819.12
7428,27429,24686.1
7429,27020,24318
7430,26779.1,24101.19
7431,26549.3,23894.37
7432,27135.1,24421.59
7433,29317.1,26385.39
7434,30990.1,27891.09
7435,31043.7,27939.33
7436,30811.1,27729.99
7437,29519.4,26567.46
7438,28589.2,25730.28
7439,27500.2,24750.18
7440,24999.9,22499.91
7441,24580.3,22122.27
7442,24192.6,21773.34
7443,24661,22194.9
7444,24969.8,22472.82
7445,25333.8,22800.42
7446,26955.1,24259.59
7447,30638.6,27574.74
7448,30929.6,27836.64
7449,29552.4,26597.16
7450,28723.5,25851.15
7451,27576.2,24818.58
7452,27161.6,24445.44
7453,26242.1,23617.89
7454,25866.9,23280.21
7455,25939.8,23345.82
7456,27119.2,24407.28
7457,29511.9,26560.71
7458,30721.1,27648.99
7459,30615.2,27553.68
7460,30107.3,27096.57
7461,29275.3,26347.77
7462,28346,25511.4
7463,26886,24197.4
7464,24594.4,22134.96
7465,24497.8,22048.02
7466,24092.1,21682.89
7467,24606,22145.4
7468,24263.9,21837.51
7469,24865.1,22378.59
7470,26737.8,24064.02
7471,29634.5,26671.05
7472,31071.2,27964.08
7473,30101.7,27091.53
7474,29453,26507.7
7475,28462.7,25616.43
7476,27765.9,24989.31
7477,27106.1,24395.49
7478,26729.7,24056.73
7479,26663.2,23996.88
7480,27537.2,24783.48
7481,29012.2,26110.98
7482,30129.5,27116.55
7483,30031.6,27028.44
7484,29888.4,26899.56
7485,29551.6,26596.44
7486,27731.1,24957.99
7487,27058.3,24352.47
7488,24423.9,21981.51
7489,23993.1,21593.79
7490,23766.2,21389.58
7491,23903.9,21513.51
7492,24077.5,21669.75
7493,24798.8,22318.92
7494,26235,23611.5
7495,28490.5,25641.45
7496,30822.9,27740.61
7497,30095.8,27086.22
7498,29213.6,26292.24
7499,28801,25920.9
7500,27235.7,24512.13
7501,26933.3,24239.97
7502,26621.1,23958.99
7503,26309.9,23678.91
7504,26928,24235.2
7505,28321.8,25489.62
7506,29593.2,26633.88
7507,29038.5,26134.65
7508,28348.6,25513.74
7509,27074.7,24367.23
7510,26333.4,23700.06
7511,25447.7,22902.93
7512,22799.6,20519.64
7513,23113.3,20801.97
7514,21847.5,19662.75
7515,21721.2,19549.08
7516,21678.3,19510.47
7517,22318.6,20086.74
7518,22828.1,20545.29
7519,24199.6,21779.64
7520,25747.3,23172.57
7521,25861.7,23275.53
7522,25749.7,23174.73
7523,25286.5,22757.85
7524,25052.4,22547.16
7525,24407,21966.3
7526,23617.5,21255.75
7527,23367.1,21030.39
7528,23815.8,21434.22
7529,25417,22875.3
7530,27772.5,24995.25
7531,27689.3,24920.37
7532,26394.9,23755.41
7533,25620.7,23058.63
7534,25273.7,22746.33
7535,24754.5,22279.05
7536,23595.9,21236.31
7537,22666.9,20400.21
7538,22049.5,19844.55
7539,22184.7,19966.23
7540,21926.7,19734.03
7541,22207.5,19986.75
7542,23068.7,20761.83
7543,24179.7,21761.73
7544,25571.6,23014.44
7545,26510,23859
7546,27316.7,24585.03
7547,27127.3,24414.57
7548,26783.6,24105.24
7549,25936.8,23343.12
7550,24859.2,22373.28
7551,24409.3,21968.37
7552,24322.9,21890.61
7553,26407.2,23766.48
7554,27557.3,24801.57
7555,27561.1,24804.99
7556,26676.1,24008.49
7557,25909.5,23318.55
7558,25230.7,22707.63
7559,24157.9,21742.11
7560,22387.3,20148.57
7561,21853.7,19668.33
7562,21579.2,19421.28
7563,21273.8,19146.42
7564,21579.8,19421.82
7565,21655.9,19490.31
7566,23564.3,21207.87
7567,26048.3,23443.47
7568,28282.8,25454.52
7569,27677.9,24910.11
7570,26728.8,24055.92
7571,25776.8,23199.12
7572,25387.1,22848.39
7573,24582.8,22124.52
7574,24454.3,22008.87
7575,24007.1,21606.39
7576,24156.8,21741.12
7577,26625.2,23962.68
7578,27576.7,24819.03
7579,27090.3,24381.27
7580,26334.2,23700.78
7581,25066.7,22560.03
7582,23839.9,21455.91
7583,22982.2,20683.98
7584,19967.1,17970.39
7585,18507.8,16657.02
7586,18160.6,16344.54
7587,18406.4,16565.76
7588,18095.2,16285.68
7589,18646,16781.4
7590,19958.7,17962.83
7591,23114.2,20802.78
7592,26279.9,23651.91
7593,26579.6,23921.64
7594,26088,23479.2
7595,25661.4,23095.26
7596,25411.4,22870.26
7597,25038.9,22535.01
7598,24946.7,22452.03
7599,24671,22203.9
7600,25166.8,22650.12
7601,27319,24587.1
7602,28880.5,25992.45
7603,28923.9,26031.51
7604,28852.7,25967.43
7605,27732.9,24959.61
7606,26802.5,24122.25
7607,25909.8,23318.82
7608,23333.4,21000.06
7609,22622.2,20359.98
7610,22622.9,20360.61
7611,22763.3,20486.97
7612,22994.5,20695.05
7613,23482.7,21134.43
7614,25058.1,22552.29
7615,28430.6,25587.54
7616,30479.7,27431.73
7617,28909.4,26018.46
7618,27630.1,24867.09
7619,26793.5,24114.15
7620,26524.3,23871.87
7621,25790.8,23211.72
7622,25620.1,23058.09
7623,25393.7,22854.33
7624,25844.9,23260.41
7625,28741,25866.9
7626,29233.4,26310.06
7627,28733.1,25859.79
7628,29223.8,26301.42
7629,28735.5,25861.95
7630,27422.7,24680.43
7631,26859.3,24173.37
7632,23945.6,21551.04
7633,23797.6,21417.84
7634,23534,21180.6
7635,23609.4,21248.46
7636,23774.9,21397.41
7637,24045.2,21640.68
7638,25846.9,23262.21
7639,28549.1,25694.19
7640,30716.8,27645.12
7641,29857.5,26871.75
7642,28134.5,25321.05
7643,28685.6,25817.04
7644,28204,25383.6
7645,27004.3,24303.87
7646,26522.3,23870.07
7647,25998,23398.2
7648,26516.4,23864.76
7649,29887.6,26898.84
7650,31097,27987.3
7651,30751.7,27676.53
7652,30664.9,27598.41
7653,29713.2,26741.88
7654,28683.9,25815.51
7655,27489,24740.1
7656,25298.9,22769.01
7657,24890,22401
7658,24929.2,22436.28
7659,24541.6,22087.44
7660,24590.9,22131.81
7661,24888,22399.2
7662,26876.7,24189.03
7663,30283.8,27255.42
7664,31863.1,28676.79
7665,30798.6,27718.74
7666,29090.3,26181.27
7667,28024.6,25222.14
7668,27497.2,24747.48
7669,26521.8,23869.62
7670,26081,23472.9
7671,26079.4,23471.46
7672,26955.1,24259.59
7673,28550.7,25695.63
7674,30019.6,27017.64
7675,29276.3,26348.67
7676,28505.8,25655.22
7677,27724.5,24952.05
7678,26718.7,24046.83
7679,26132.1,23518.89
7680,24008.7,21607.83
7681,23636.5,21272.85
7682,23061.6,20755.44
7683,23136.9,20823.21
7684,23406.2,21065.58
7685,23925.2,21532.68
7686,24782.2,22303.98
7687,26332.6,23699.34
7688,27662.3,24896.07
7689,27657.9,24892.11
7690,27710.6,24939.54
7691,26654.1,23988.69
7692,26319.2,23687.28
7693,25338.3,22804.47
7694,24326.6,21893.94
7695,24192.7,21773.43
7696,24598.1,22138.29
7697,26684.5,24016.05
7698,29111.2,26200.08
7699,29324.8,26392.32
7700,27954.8,25159.32
7701,27886.6,25097.94
7702,26551,23895.9
7703,25874.2,23286.78
7704,24728.6,22255.74
7705,24167.5,21750.75
7706,24294.1,21864.69
7707,24341.5,21907.35
